"Sr. No.","State","Work","Work ID","IDA","Hon'ble Members of Parliament","Elected/Nominated","Expenditure Date","Vendor Name","Payment Status","Fund Disbursed Amount ( ₹ )"
"5157","Rajasthan","Construction of rainwater harvesting structures","WS/MP18285/2025-2026/191125","DUNGARPUR(DISTRICT COLLECTOR DUNGARPUR_IDA)","Shri Chunnilal Garasiya (2024-30) (2024-2030)","Elected MP","20-May-2026","JIYANSH ENTERPRISES","Payment Success","218728"
"5158","Kerala","Purchase of vehicle for mobile dispensaries (Four, three and two wheelers)","WS/MP096/2025-2026/243720","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Shri Abdul Wahab (2021-27) (2021-2027)","Elected MP","24-Jan-2026","QUBEC BIOSOLUTIONS PRIVATE LIMITED","Payment Success","49000"
"5159","Kerala","Purchase of vehicle for mobile dispensaries (Four, three and two wheelers)","WS/MP096/2025-2026/243720","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Shri Abdul Wahab (2021-27) (2021-2027)","Elected MP","24-Jan-2026","QUBEC BIOSOLUTIONS PRIVATE LIMITED","Payment Success","23300"
"5160","Kerala","Purchase of vehicle for mobile dispensaries (Four, three and two wheelers)","WS/MP096/2025-2026/243720","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Shri Abdul Wahab (2021-27) (2021-2027)","Elected MP","24-Jan-2026","QUBEC BIOSOLUTIONS PRIVATE LIMITED","Payment Success","28000"
"5161","Kerala","Purchase of vehicle for mobile dispensaries (Four, three and two wheelers)","WS/MP096/2025-2026/243720","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Shri Abdul Wahab (2021-27) (2021-2027)","Elected MP","24-Jan-2026","Tricare Service Solution","Payment Success","460000"
"5162","Rajasthan","Purchase of mobile sanitation equipment","WS/MP18298/2025-2026/194481","BHARATPUR(DISTRICT COLLECTOR BHARATPUR_IDA)","Shri Madan Rathore (2024-30) (2024-2030)","Elected MP","17-Nov-2025","Girraj agriculture","Payment Success","131000"
"5163","Andhra Pradesh","Installing community drinking water plants","WS/MP18428/2025-2026/189441","Sri Potti Sriramulu Nellore(DISTRICT COLLECTOR NELLORE_IDA)","Shri Masthan Rao Yadav Beedha (2024-28) (2024-2028)","Elected MP","25-Nov-2025","Bachala Suresh Kumar Reddy","Payment Success","427961"
"5164","Andhra Pradesh","Installing community drinking water plants","WS/MP18428/2025-2026/189440","Sri Potti Sriramulu Nellore(DISTRICT COLLECTOR NELLORE_IDA)","Shri Masthan Rao Yadav Beedha (2024-28) (2024-2028)","Elected MP","25-Nov-2025","Bachala Suresh Kumar Reddy","Payment Success","248759"
"5165","Madhya Pradesh","Construction of culverts and bridges","WS/MP106/2025-2026/240644","BHOPAL(DISTRICT COLLECTOR BHOPAL_IDA)","Shri Vivek K. Tankha (2022-28) (2022-2028)","Elected MP","18-Nov-2025","GADAKHURD","Payment Success","280000"
"5166","Maharashtra","Setting up of kitchen and pantries","WS/MP18294/2025-2026/142138","GONDIA(DISTRICT COLLECTOR GONDIA_IDA)","Shri Praful Patel (2024-30) (2024-2030)","Elected MP","02-Jan-2026","Jai Laxmi Majoor Kamgar Sahkari Sanstha LTD","Payment Success","972416"
"5167","Himachal Pradesh","Construction of rooms and facilities for hospitals, FWC , PHC Centers and ANM centers","WS/MP18304/2025-2026/193108","SHIMLA(DEPUTY COMMISSIONER SHIMLA_IDA)","Shri Harsh Mahajan (2024-30) (2024-2030)","Elected MP","13-Mar-2026","Lok Kalyan Samiti","Payment Success","300000"
"5168","Kerala","Purchase of vehicle for mobile dispensaries (Four, three and two wheelers)","WS/MP096/2025-2026/243720","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Shri Abdul Wahab (2021-27) (2021-2027)","Elected MP","24-Jan-2026","MICROGENE DIAGNOSTIC SYSTEMS PVT LTD","Payment Success","36990"
"5169","Uttar Pradesh","Construction of rooms and halls in school and colleges","WS/MP18387/2025-2026/207450","Kushinagar(DISTRICT MAGISTRATE KUSHINAGAR PADRAUNA_IDA)","Shri Ratanjit Pratap Narain Singh (2024-30) (2024-2030)","Elected MP","08-Jan-2026","Dr bhimrao ambedkar prathamik vidyalay holiya","Payment Success","180000"
"5170","Uttar Pradesh","Construction of rooms and halls in school and colleges","WS/MP18387/2025-2026/207450","Kushinagar(DISTRICT MAGISTRATE KUSHINAGAR PADRAUNA_IDA)","Shri Ratanjit Pratap Narain Singh (2024-30) (2024-2030)","Elected MP","22-Jun-2026","Dr bhimrao ambedkar prathamik vidyalay holiya","Payment Success","120000"
"5171","Uttar Pradesh","Construction of rooms and halls in school and colleges","WS/MP18387/2025-2026/195938","Kushinagar(DISTRICT MAGISTRATE KUSHINAGAR PADRAUNA_IDA)","Shri Ratanjit Pratap Narain Singh (2024-30) (2024-2030)","Elected MP","07-Jan-2026","Babu Brij Bihari Singhmahavidyalay","Payment Success","240000"
"5172","Maharashtra","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18292/2025-2026/160411","NANDED(DISTRICT COLLECTOR NANDED_IDA)","Dr. Ajeet Madhavrao Gopchade (2024-30) (2024-2030)","Elected MP","16-Jul-2026","Gram Panchayat Karyalay Shivani Tq Degloor","Payment Success","499000"
"5173","Uttar Pradesh","Construction of rooms and halls in school and colleges","WS/MP18303/2025-2026/220127","Sant Kabir Nagar(DISTRICT MAGISTRATE SANT KABIR NAGAR_2)","Shri Amar Pal Maurya (2024-30) (2024-2030)","Elected MP","21-Jun-2026","RAJ CONSTRUCTION AND BUILDING MATERIAL SUPPLIER","Payment Success","447759"
"5174","Uttar Pradesh","Construction of rooms and halls in school and colleges","WS/MP18303/2025-2026/220127","Sant Kabir Nagar(DISTRICT MAGISTRATE SANT KABIR NAGAR_2)","Shri Amar Pal Maurya (2024-30) (2024-2030)","Elected MP","11-Nov-2025","RAJ CONSTRUCTION AND BUILDING MATERIAL SUPPLIER","Payment Success","508048"
"5175","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP145/2025-2026/166607","RAJSAMAND(DISTRICT COLLECTOR RAJSAMAND_IDA)","Shri Ghanshyam Tiwari (2022-28) (2022-2028)","Elected MP","10-Nov-2025","MANOJ KUMAR","Payment Success","9100"
"5176","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP145/2025-2026/166607","RAJSAMAND(DISTRICT COLLECTOR RAJSAMAND_IDA)","Shri Ghanshyam Tiwari (2022-28) (2022-2028)","Elected MP","10-Nov-2025","TULSHI RAM","Payment Success","9100"
"5177","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP145/2025-2026/166607","RAJSAMAND(DISTRICT COLLECTOR RAJSAMAND_IDA)","Shri Ghanshyam Tiwari (2022-28) (2022-2028)","Elected MP","10-Nov-2025","DILIP KUMAR","Payment Success","3705"
"5178","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP145/2025-2026/166607","RAJSAMAND(DISTRICT COLLECTOR RAJSAMAND_IDA)","Shri Ghanshyam Tiwari (2022-28) (2022-2028)","Elected MP","10-Nov-2025","NENA RAM","Payment Success","3705"
"5179","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP145/2025-2026/166607","RAJSAMAND(DISTRICT COLLECTOR RAJSAMAND_IDA)","Shri Ghanshyam Tiwari (2022-28) (2022-2028)","Elected MP","10-Nov-2025","KAILASH KUMAR","Payment Success","3705"
"5180","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP145/2025-2026/166607","RAJSAMAND(DISTRICT COLLECTOR RAJSAMAND_IDA)","Shri Ghanshyam Tiwari (2022-28) (2022-2028)","Elected MP","10-Nov-2025","PYARELAL","Payment Success","9100"
"5181","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP145/2025-2026/166607","RAJSAMAND(DISTRICT COLLECTOR RAJSAMAND_IDA)","Shri Ghanshyam Tiwari (2022-28) (2022-2028)","Elected MP","22-Dec-2025","SANJANA DEVI","Payment Success","3705"
"5182","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP145/2025-2026/166607","RAJSAMAND(DISTRICT COLLECTOR RAJSAMAND_IDA)","Shri Ghanshyam Tiwari (2022-28) (2022-2028)","Elected MP","29-Dec-2025","SANJANA DEVI","Payment Success","3705"
"5183","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP145/2025-2026/166607","RAJSAMAND(DISTRICT COLLECTOR RAJSAMAND_IDA)","Shri Ghanshyam Tiwari (2022-28) (2022-2028)","Elected MP","29-Dec-2025","GEETA DEVI","Payment Success","3705"
"5184","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP145/2025-2026/166607","RAJSAMAND(DISTRICT COLLECTOR RAJSAMAND_IDA)","Shri Ghanshyam Tiwari (2022-28) (2022-2028)","Elected MP","22-Dec-2025","GEETA DEVI","Payment Success","3705"
"5185","Chhattisgarh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP176/2025-2026/243273","DURG(DISTRICT COLLECTOR DURG_IDA)","Shri Rajeev Shukla (2022-28) (2022-2028)","Elected MP","24-Dec-2025","SARPANCH GRAM PANCHAYAT NIPANI","Payment Success","260000"
"5186","Chhattisgarh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP176/2025-2026/243272","DURG(DISTRICT COLLECTOR DURG_IDA)","Shri Rajeev Shukla (2022-28) (2022-2028)","Elected MP","24-Dec-2025","SARPANCH GRAM PANCHAYAT NIPANI","Payment Success","260000"
"5187","Chhattisgarh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP176/2025-2026/243771","DURG(DISTRICT COLLECTOR DURG_IDA)","Shri Rajeev Shukla (2022-28) (2022-2028)","Elected MP","12-Jan-2026","SARPANCH GRAM PANCHAYAT CHUNKATTA","Payment Success","260000"
"5188","Chhattisgarh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP176/2025-2026/243281","DURG(DISTRICT COLLECTOR DURG_IDA)","Shri Rajeev Shukla (2022-28) (2022-2028)","Elected MP","16-Jan-2026","SARPANCH GRAM PANCHAYAT RAKHI","Payment Success","260000"
"5189","Chhattisgarh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP176/2025-2026/243281","DURG(DISTRICT COLLECTOR DURG_IDA)","Shri Rajeev Shukla (2022-28) (2022-2028)","Elected MP","12-Mar-2026","SARPANCH GRAM PANCHAYAT RAKHI","Payment Success","260000"
"5190","Chhattisgarh","Construction of common work sheds/ common covered sitting area","WS/MP176/2025-2026/243280","DURG(DISTRICT COLLECTOR DURG_IDA)","Shri Rajeev Shukla (2022-28) (2022-2028)","Elected MP","05-Jan-2026","SARPANCH GRAM PANCHYATA KARSA","Payment Success","250000"
"5191","Chhattisgarh","Construction of community centers and community halls","WS/MP176/2025-2026/243264","DURG(DISTRICT COLLECTOR DURG_IDA)","Shri Rajeev Shukla (2022-28) (2022-2028)","Elected MP","24-Dec-2025","SARPANCH GRAM PANCHAYAT KHARRA","Payment Success","350000"
"5192","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP145/2025-2026/166607","RAJSAMAND(DISTRICT COLLECTOR RAJSAMAND_IDA)","Shri Ghanshyam Tiwari (2022-28) (2022-2028)","Elected MP","10-Nov-2025","MANJU","Payment Success","3705"
"5193","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP145/2025-2026/166607","RAJSAMAND(DISTRICT COLLECTOR RAJSAMAND_IDA)","Shri Ghanshyam Tiwari (2022-28) (2022-2028)","Elected MP","22-Dec-2025","MANJU","Payment Success","3705"
"5194","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP145/2025-2026/166607","RAJSAMAND(DISTRICT COLLECTOR RAJSAMAND_IDA)","Shri Ghanshyam Tiwari (2022-28) (2022-2028)","Elected MP","29-Dec-2025","MANJU","Payment Success","3705"
"5195","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP145/2025-2026/166607","RAJSAMAND(DISTRICT COLLECTOR RAJSAMAND_IDA)","Shri Ghanshyam Tiwari (2022-28) (2022-2028)","Elected MP","10-Nov-2025","PANKAJ SINGH","Payment Success","9100"
"5196","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP145/2025-2026/166607","RAJSAMAND(DISTRICT COLLECTOR RAJSAMAND_IDA)","Shri Ghanshyam Tiwari (2022-28) (2022-2028)","Elected MP","10-Nov-2025","KUP SINGH","Payment Success","9100"
"5197","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP145/2025-2026/166607","RAJSAMAND(DISTRICT COLLECTOR RAJSAMAND_IDA)","Shri Ghanshyam Tiwari (2022-28) (2022-2028)","Elected MP","10-Nov-2025","HEMLATA","Payment Success","3705"
"5198","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP145/2025-2026/166607","RAJSAMAND(DISTRICT COLLECTOR RAJSAMAND_IDA)","Shri Ghanshyam Tiwari (2022-28) (2022-2028)","Elected MP","22-Dec-2025","HEMLATA","Payment Success","3705"
"5199","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP145/2025-2026/166607","RAJSAMAND(DISTRICT COLLECTOR RAJSAMAND_IDA)","Shri Ghanshyam Tiwari (2022-28) (2022-2028)","Elected MP","29-Dec-2025","HEMLATA","Payment Success","3705"
"5200","Rajasthan","Construction of public toilets and bathrooms","WS/MP148/2024-2025/158700","KAITHAL(DC CUM NODAL OFFICERS MPLADS)","Shri Randeep Singh Surjewala (2022-28) (2022-2028)","Elected MP","17-Mar-2026","THE HARI SAHARA COOP LABOUR AND CONSRUCTION SOC LIMITED HARIPURA","Payment Success","194839"
"5201","Karnataka","Construction of public toilets and bathrooms","WS/MP18296/2025-2026/162103","KAITHAL(DC CUM NODAL OFFICERS MPLADS)","Dr. Syed Naseer Hussain (2024-30) (2024-2030)","Elected MP","29-Dec-2025","THE HARI SAHARA COOP LABOUR AND CONSRUCTION SOC LIMITED HARIPURA","Payment Success","112075"
"5202","Karnataka","Construction of public toilets and bathrooms","WS/MP18296/2025-2026/162108","KAITHAL(DC CUM NODAL OFFICERS MPLADS)","Dr. Syed Naseer Hussain (2024-30) (2024-2030)","Elected MP","29-Dec-2025","THE HARI SAHARA COOP LABOUR AND CONSRUCTION SOC LIMITED HARIPURA","Payment Success","178008"
"5203","Karnataka","Construction of additional rooms and halls in the existing public and community building","WS/MP18421/2025-2026/166592","KAITHAL(DC CUM NODAL OFFICERS MPLADS)","Shri Ajay Makan (2024-30) (2024-2030)","Elected MP","12-Nov-2025","THE HARI SAHARA COOP LABOUR AND CONSRUCTION SOC LIMITED HARIPURA","Payment Success","344825"
"5204","Karnataka","Construction of additional rooms and halls in the existing public and community building","WS/MP18421/2025-2026/166592","KAITHAL(DC CUM NODAL OFFICERS MPLADS)","Shri Ajay Makan (2024-30) (2024-2030)","Elected MP","30-Jun-2026","THE HARI SAHARA COOP LABOUR AND CONSRUCTION SOC LIMITED HARIPURA","Payment Success","74591"
"5205","Rajasthan","Construction of boundary walls of existing public and community buildings","WS/MP148/2024-2025/158699","KAITHAL(DC CUM NODAL OFFICERS MPLADS)","Shri Randeep Singh Surjewala (2022-28) (2022-2028)","Elected MP","30-Jun-2026","THE HARI SAHARA COOP LABOUR AND CONSRUCTION SOC LIMITED HARIPURA","Payment Success","322345"
"5206","Assam","Construction of community centers and community halls","WS/MP071/2025-2026/157992","JORHAT(DEPUTY COMMISSIONER JORHAT_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","11-Nov-2025","Biju Dutta","Payment Success","695886"
"5207","Assam","Construction of community centers and community halls","WS/MP071/2025-2026/157992","JORHAT(DEPUTY COMMISSIONER JORHAT_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","10-Feb-2026","Biju Dutta","Payment Success","1015626"
"5208","Assam","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP071/2025-2026/223189","JORHAT(DEPUTY COMMISSIONER JORHAT_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","02-Mar-2026","BIKRAM SING DOLEY","Payment Success","475132"
"5209","Punjab","Construction of rooms and halls in school and colleges","WS/MP235/2025-2026/244112","FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA)","Dr. Sandeep Kumar Pathak (2022-28) (2022-2028)","Elected MP","11-Nov-2025","GPS Dheera Ghara","Payment Success","348415"
"5210","Punjab","Construction of rooms and halls in school and colleges","WS/MP235/2025-2026/244117","FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA)","Dr. Sandeep Kumar Pathak (2022-28) (2022-2028)","Elected MP","12-Nov-2025","GPS Kamal Wala","Payment Success","289885"
"5211","Punjab","Construction of rooms and halls in school and colleges","WS/MP235/2025-2026/244113","FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA)","Dr. Sandeep Kumar Pathak (2022-28) (2022-2028)","Elected MP","27-Nov-2025","GPS Arji Sabhra","Payment Success","41400"
"5212","Punjab","Construction of rooms and halls in school and colleges","WS/MP235/2025-2026/244114","FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA)","Dr. Sandeep Kumar Pathak (2022-28) (2022-2028)","Elected MP","12-Nov-2025","GPS Alle Wala","Payment Success","343045"
"5213","Punjab","Construction of rooms and halls in school and colleges","WS/MP235/2025-2026/244115","FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA)","Dr. Sandeep Kumar Pathak (2022-28) (2022-2028)","Elected MP","12-Nov-2025","GPS Tendi Wala","Payment Success","131700"
"5214","Punjab","Purchase of smart boards, visual display units and projectors","WS/MP235/2025-2026/268761","FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA)","Dr. Sandeep Kumar Pathak (2022-28) (2022-2028)","Elected MP","04-Apr-2026","GPS Tendi Wala","Payment Success","100000"
"5215","Punjab","Construction of rooms and halls in school and colleges","WS/MP235/2025-2026/244116","FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA)","Dr. Sandeep Kumar Pathak (2022-28) (2022-2028)","Elected MP","12-Nov-2025","GPS Nihale Wala","Payment Success","171300"
"5216","Punjab","Construction of boundary walls of existing public and community buildings","WS/MP235/2025-2026/244120","FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA)","Dr. Sandeep Kumar Pathak (2022-28) (2022-2028)","Elected MP","12-Nov-2025","GPS Bhakhra","Payment Success","300000"
"5217","Punjab","Construction of rooms and halls in school and colleges","WS/MP235/2025-2026/244121","FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA)","Dr. Sandeep Kumar Pathak (2022-28) (2022-2028)","Elected MP","12-Nov-2025","GPS Kalu Wala","Payment Success","15200"
"5218","Himachal Pradesh","Installation of multi-gym equipment","WS/MP078/2025-2026/197607","KANGRA(DEPUTY COMMISSIONER KANGRA_IDA)","Dr. Sikander Kumar (2022-28) (2022-2028)","Elected MP","31-Mar-2026","GP Nouri","Payment Success","150000"
"5219","Himachal Pradesh","Installation of multi-gym equipment","WS/MP078/2025-2026/197607","KANGRA(DEPUTY COMMISSIONER KANGRA_IDA)","Dr. Sikander Kumar (2022-28) (2022-2028)","Elected MP","12-Nov-2025","GP Nouri","Payment Success","150000"
"5220","Madhya Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP106/2025-2026/205969","JABALPUR(DISTRICT COLLECTOR JABALPUR_IDA)","Shri Vivek K. Tankha (2022-28) (2022-2028)","Elected MP","12-Nov-2025","AADARSH TRADERS","Payment Success","150000"
"5221","Madhya Pradesh","Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","WS/MP106/2025-2026/228976","JABALPUR(DISTRICT COLLECTOR JABALPUR_IDA)","Shri Vivek K. Tankha (2022-28) (2022-2028)","Elected MP","12-Nov-2025","AADARSH TRADERS","Payment Success","100000"
